expiryDaysLeft,quantityKg,donationTimeHour,recipientDemandScore,distanceToRecipientKm,urgencyLevel,storageType_Refrigerated,storageType_RoomTemp,foodCategory_Dairy,foodCategory_Fruits,foodCategory_Meat,foodCategory_PreparedMeals,foodCategory_Vegetables
0.02422216759085613,-0.9232514310720796,1.4759500031153459,0.2758584004571717,1.8173884387751593,0,True,False,True,False,False,False,False
0.4878043224397781,0.39333519664141364,-0.82999668664596,-0.9905152818251775,1.1356684898031886,1,False,False,True,False,False,False,False
-1.5983153743803709,0.5662916169040443,1.1877066668951826,0.09997316680684541,-0.17024229852286427,0,True,False,False,False,False,False,True
0.02422216759085613,1.1275175520419674,-0.3976316823157152,0.4869206808375632,-0.05230762380619424,2,False,False,False,False,False,False,False
0.7195953998642391,-0.9874923871696281,1.6200716712254275,-0.8146300481748512,-0.14435419919481482,1,False,True,False,False,False,False,False
0.9513864772887001,1.3184755589033612,-1.550605027196368,-1.0960464220153732,0.7588528218060239,1,True,False,True,False,False,False,False
0.7195953998642391,-1.4195304655399539,-1.262361690976205,-1.1664005154755037,0.7976849707980981,1,False,False,False,False,False,False,False
0.9513864772887001,1.692626182328644,0.03473332201452962,-1.3774627958558952,1.0162955873460717,1,False,False,False,False,True,False,False
0.02422216759085613,1.1772866444032548,-1.1182400228661233,0.6276288677578242,0.11236945247500953,2,False,False,False,False,False,False,True
0.9513864772887001,-0.5469829739292957,-0.6858750185358785,0.9090452415983462,-0.39676316764329767,2,False,False,False,False,False,False,True
1.6467597095620832,0.9072628454218014,0.7553416625649377,0.13515021353691065,-0.8030625043196301,2,True,False,False,False,False,False,True
0.02422216759085613,1.379892736710908,-1.4064833590862866,0.17032726026697592,-0.7009483347478793,2,True,False,False,False,False,False,True
1.183177554713161,0.3040332082200962,1.1877066668951826,-0.39250548741406815,-0.39676316764329767,1,False,False,True,False,False,False,False
-1.36652429695591,-0.6599341055293809,1.043584998785101,0.8035141014081505,-1.2172720935684225,0,False,True,True,False,False,False,False
0.9513864772887001,-0.18448043595027216,-0.82999668664596,-0.14626616030361136,0.3072493113056045,1,True,False,True,False,False,False,False
-1.5983153743803709,0.38098116662265424,0.03473332201452962,-0.005557973383350354,0.6560195383640494,0,False,False,False,False,False,False,False
-1.36652429695591,1.2041125381582751,1.043584998785101,-0.005557973383350354,0.5654111907158758,0,False,True,False,False,False,False,True
-1.1347332195314488,0.5864110372203092,0.32297665823469285,0.0296190733467149,-1.037493626012523,0,False,True,False,True,False,False,False
0.02422216759085613,1.6933321269011443,-1.550605027196368,1.6125861761996514,-0.828231489777456,0,False,False,False,True,False,False,False
1.414968632137622,-0.9581956874108559,1.1877066668951826,0.2758584004571717,0.8386744614008431,2,True,False,False,False,False,False,True
-0.6711510646825268,1.3625970946846446,0.6112199944548561,1.6829402696597817,1.228434179062033,0,False,True,False,False,False,False,False
1.414968632137622,-1.3951753777886857,0.6112199944548561,-0.32215139395393766,0.6358843499977886,1,True,False,False,False,False,False,False
0.4878043224397781,-1.4961254516562619,-0.9741183547560417,-1.060869375285308,-1.0914271662792927,1,True,False,False,False,False,False,False
-0.6711510646825268,-0.3736735813804149,-1.1182400228661233,0.6628059144878895,-1.6933254756564438,2,False,True,False,False,False,False,False
0.7195953998642391,1.1374007760569749,0.4670983263447745,0.8738681948682809,0.3604637377021506,0,False,False,True,False,False,False,False
-1.36652429695591,1.540495126954779,-0.109388346095552,1.4015238958192597,-0.15586002111839237,0,True,False,False,False,False,False,False
-0.6711510646825268,-0.588280731420577,1.6200716712254275,1.7532943631199123,-0.39676316764329767,0,True,False,False,False,False,True,False
-0.43935998725806585,-0.5858099254168251,-0.9741183547560417,-1.2015775622055689,-0.5197316394515327,2,False,False,False,False,False,False,False
0.4878043224397781,0.006477570911122008,-1.6947266953064497,-0.7090989079846555,0.2662598207028594,1,True,False,False,True,False,False,False
-0.6711510646825268,-1.3965872669336867,0.03473332201452962,1.2256386621689335,-1.385544739200744,0,False,False,False,False,False,False,False
1.6467597095620832,0.7692506814979474,1.4759500031153459,-1.2367546089356343,-0.6110591009699294,1,False,True,False,False,False,False,True
0.9513864772887001,-1.309403112229871,-1.6947266953064497,-0.46285958087419865,-1.2546660148200495,1,False,True,False,True,False,False,False
1.183177554713161,-0.8886601470195535,0.17885499012461123,-1.0960464220153732,-1.2733629754458629,1,False,False,False,False,False,False,False
-1.36652429695591,-1.181980116893525,1.043584998785101,-0.7442759547147206,-0.7174879537630221,0,False,False,True,False,False,False,False
0.9513864772887001,-0.6504038538006237,-0.5417533504257969,-0.7090989079846555,1.534057573907062,1,False,False,False,False,True,False,False
-0.6711510646825268,1.2044655104445257,1.043584998785101,-0.005557973383350354,-1.1187534933477894,2,True,False,False,False,False,False,True
0.9513864772887001,-0.9158390130608239,-0.6858750185358785,1.295992755629064,-1.4998838445662963,0,True,False,False,True,False,False,False
0.4878043224397781,-0.7414707036531925,1.6200716712254275,1.1201075219787378,-0.9684586944710576,0,False,False,False,False,False,False,True
1.183177554713161,0.23096794496629108,1.4759500031153459,1.6829402696597817,-0.007363006917219398,0,False,False,False,False,False,False,True
-0.20756890983360488,0.36509741374139243,0.32297665823469285,-1.3774627958558952,0.05484034285712167,1,True,False,False,False,False,True,False
1.183177554713161,0.04601046697115174,0.4670983263447745,-0.6387448145245249,-0.007363006917219398,1,False,True,False,False,True,False,False
-1.1347332195314488,1.609324722773581,-0.9741183547560417,-0.5683907210643944,0.1188414773070219,0,True,False,False,False,False,False,False
-1.1347332195314488,-0.27554728580284105,-0.82999668664596,-0.3573284406840029,-0.16161293208018104,0,True,False,True,False,False,False,False
0.7195953998642391,-0.007288348252638648,0.03473332201452962,1.5422320827395208,-1.701954842099127,0,True,False,False,False,True,False,False
-0.43935998725806585,-1.5924868858025845,-0.2535100142056336,1.3311698023591292,-0.9245927483874181,0,False,False,False,False,False,False,False
-0.9029421421069879,1.7000386003398993,0.4670983263447745,0.6628059144878895,1.1579610197801202,2,False,True,False,False,True,False,False
-1.1347332195314488,-1.5377761814337931,0.4670983263447745,1.1201075219787378,-1.412871066269241,0,False,True,False,False,False,False,True
-1.1347332195314488,-0.08917791866270043,-1.1182400228661233,0.3110354471872369,-1.3064422134761484,0,True,False,True,False,False,False,False
-0.20756890983360488,-0.6334611840606108,0.03473332201452962,1.6477632229297166,1.6412055405703776,0,False,True,True,False,False,False,False
1.414968632137622,1.2401157113558023,1.4759500031153459,0.8035141014081505,-1.05690970050856,2,False,True,False,False,False,False,True
-0.6711510646825268,-1.3259928096836335,-0.82999668664596,-1.623702122966352,1.1824108913677227,2,False,True,False,False,False,True,False
-1.1347332195314488,0.6294736561428417,0.32297665823469285,-0.39250548741406815,1.6915435114860298,0,True,False,False,False,False,False,False
0.4878043224397781,-1.4272958558374598,0.03473332201452962,-0.04073502011341561,1.762016670767942,1,False,True,True,False,False,False,False
-1.36652429695591,-0.7100561701769187,-1.1182400228661233,0.6979829612179547,-1.1827546277976895,0,False,False,False,False,True,False,False
-1.1347332195314488,-0.2437797800403169,-0.82999668664596,-0.6739218612545902,0.4201501889307093,0,False,True,False,False,True,False,False
-0.20756890983360488,-0.3436709370491424,1.3318283350052642,-1.4126398425859605,-1.2280588016217764,1,True,False,True,False,False,False,False
1.183177554713161,-0.2910780663978527,-0.6858750185358785,0.4165665873774327,-1.0856742553175038,2,True,False,False,True,False,False,False
0.02422216759085613,0.3481547440013795,-0.82999668664596,1.0849304752486726,-0.964144011249716,2,True,False,False,False,False,False,True
1.183177554713161,-0.21236524656404318,-1.262361690976205,-0.8849841416349817,0.4748028430677026,1,False,False,False,False,False,True,False
-0.20756890983360488,-0.8448915835245204,0.8994633306750193,-1.2367546089356343,-1.5559747264437367,1,False,True,False,False,False,False,True
1.414968632137622,0.25002844842380545,-0.9741183547560417,0.4165665873774327,-0.042240029623063835,2,True,False,True,False,False,False,False
0.02422216759085613,-0.9161919853470741,1.6200716712254275,0.09997316680684541,-0.0954544560196102,2,True,False,False,False,False,False,False
-0.43935998725806585,-0.32990501788538207,0.17885499012461123,-0.3573284406840029,-1.1683723503932177,2,False,False,False,False,False,False,True
-0.9029421421069879,1.2962383048695947,1.3318283350052642,0.9442222883284115,-0.8843223716548966,2,True,False,False,True,False,False,False
